,planet_name,hostname,sys_num_stars,sys_num_planet,discovery_method,discovery_year,discovery_telescope,orbital_period,orbital_semi_major,planet_radius_earth,planet_radius_jupiter,planet_mass_earth,planet_mass_jupiter,eccentricity,stellar_eff_temp,stellar_radius,stellar_mass,dist_system,dist_system_ly
3804,Kepler-403 b,Kepler-403,1,3,Transit,2014,0.95 m Kepler Telescope,7.031462,0.076,1.25,0.112,2.1,0.0066,0.0,6090.0,1.33,1.25,840.269,2740.957478
3805,Kepler-39 b,Kepler-39,1,1,Transit,2011,0.95 m Kepler Telescope,21.08721,0.164,13.9,1.24,6388.1,20.1,0.112,6350.0,1.4,1.29,1057.41,3449.2714200000005
3806,Kepler-28 b,Kepler-28,1,2,Transit,2011,0.95 m Kepler Telescope,5.9123,0.062,3.6,0.321,479.9,1.51,0.0,4590.0,0.7,0.75,438.359,1429.927058
3807,Kepler-296 d,Kepler-296,2,5,Transit,2014,0.95 m Kepler Telescope,19.850291,0.118,2.09,0.186,5.02,0.0158,0.33,3740.0,0.48,0.5,167.0,544.754
3808,Kepler-1580 b,Kepler-1580,1,1,Transit,2016,0.95 m Kepler Telescope,56.6449279,0.323,2.11,0.188,5.1,0.016,0.0,6228.0,2.15,1.47,1002.02,3268.58924
3809,Kepler-65 b,Kepler-65,1,4,Transit,2012,0.95 m Kepler Telescope,2.15491,0.035,1.42,0.127,2.4,0.0076,0.028,6211.0,1.41,1.25,303.728,990.7607360000001
3810,Kepler-1595 b,Kepler-1595,1,1,Transit,2016,0.95 m Kepler Telescope,4.56380468,0.051,1.23,0.11,2.04,0.00642,0.0,5203.0,0.8,0.84,845.022,2756.461764
3811,Kepler-211 b,Kepler-211,1,2,Transit,2014,0.95 m Kepler Telescope,4.138575,0.048,1.26,0.112,2.13,0.00669,0.0,5123.0,0.82,0.9,309.353,1009.1094860000001
3812,Kepler-299 b,Kepler-299,1,4,Transit,2014,0.95 m Kepler Telescope,2.927128,0.04,1.32,0.118,2.3,0.00724,0.0,5617.0,1.03,0.95,1052.24,3432.40688
3813,Kepler-228 b,Kepler-228,1,3,Transit,2014,0.95 m Kepler Telescope,2.566546,0.038,1.53,0.136,2.96,0.0093,0.0,6043.0,1.01,0.95,1644.61,5364.71782
3814,CHXR 73 b,CHXR 73,1,1,Imaging,2006,2.4 m Hubble Space Telescope,,210.0,12.3,1.1,3994.486,12.569,,3099.0,,0.35,190.374,620.999988
3815,EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,0.95 m Kepler Telescope,18.0983,,2.17,0.194,5.35,0.0168,,5782.33,1.22,1.11,611.804,1995.704648
3816,HD 108236 b,HD 108236,1,5,Transit,2020,0.1 m TESS Telescope,3.795963,0.04527,1.615,0.144,3.24,0.0102,0.045,5660.0,0.88,0.87,64.5978,210.7180236
3817,WASP-44 b,WASP-44,1,1,Transit,2011,Canon 200mm f/1.8L,2.423804,0.03453,12.33,1.1,276.5121,0.87,0.068,5420.0,0.91,0.94,364.512,1189.038144
3818,HD 219134 b,HD 219134,1,6,Radial Velocity,2015,3.58 m Telescopio Nazionale Galileo,3.092926,0.03876,1.602,0.143,4.74,0.01491,0.0,4699.0,0.78,0.81,6.53127,21.30500274
3819,Kepler-1467 b,Kepler-1467,1,1,Transit,2016,0.95 m Kepler Telescope,47.0569043,0.2388,3.3,0.294,10.9,0.0343,0.0,5332.0,0.82,0.86,852.888,2782.120656
3820,Kepler-198 b,Kepler-198,1,3,Transit,2014,0.95 m Kepler Telescope,17.790037,0.131,2.82,0.252,8.35,0.0263,0.0,5574.0,0.94,0.97,495.358,1615.857796
3821,Kepler-608 b,Kepler-608,1,1,Transit,2016,0.95 m Kepler Telescope,6.41251504,0.0685,3.64,0.325,12.9,0.0405,0.0,5820.0,1.01,1.0,946.683,3088.079946
3822,Kepler-133 b,Kepler-133,1,2,Transit,2014,0.95 m Kepler Telescope,8.129976,0.083,1.76,0.157,3.75,0.0118,0.0,5736.0,1.43,1.02,653.6,2132.0432
3823,HD 177565 b,HD 177565,1,1,Radial Velocity,2017,3.6 m ESO Telescope,44.505,0.246,4.0,0.357,15.1,0.04751,0.0593,5627.0,0.97,1.0,16.9179,55.1861898
3824,Kepler-310 d,Kepler-310,1,3,Transit,2014,0.95 m Kepler Telescope,92.876125,0.392,2.47,0.22,7.0,0.02202,0.0,5797.0,0.88,0.91,602.268,1964.598216
3825,Kepler-377 b,Kepler-377,1,2,Transit,2014,0.95 m Kepler Telescope,12.509529,0.109,1.39,0.124,2.51,0.0079,0.0,5949.0,1.22,1.07,823.804,2687.248648
3826,Kepler-308 c,Kepler-308,1,2,Transit,2014,0.95 m Kepler Telescope,15.38231,0.123,2.16,0.193,5.31,0.0167,0.0,5895.0,0.94,0.92,1335.92,4357.7710400000005
3827,Kepler-322 c,Kepler-322,1,2,Transit,2014,0.95 m Kepler Telescope,4.337234,0.051,1.67,0.149,3.43,0.0108,0.0,5388.0,0.89,0.92,400.48,1306.3657600000001
3828,Kepler-33 e,Kepler-33,1,5,Transit,2011,0.95 m Kepler Telescope,31.7844,0.2138,4.02,0.359,5.57,0.01753,0.0,5904.0,1.82,1.29,1209.16,3944.2799200000004
3829,TOI-481 b,TOI-481,1,1,Transit,2020,0.1 m TESS Telescope,10.33111,0.097,11.097,0.99,486.2799,1.53,0.153,5735.0,1.66,1.14,179.366,585.091892
3830,Kepler-247 c,Kepler-247,1,3,Transit,2014,0.95 m Kepler Telescope,9.439452,0.084,4.09,0.365,15.7,0.0494,0.0,5100.0,0.77,0.84,663.711,2165.025282
3831,Kepler-326 b,Kepler-326,1,3,Transit,2014,0.95 m Kepler Telescope,2.248329,0.032,1.52,0.136,44.6,0.14,0.0,5105.0,0.8,0.85,487.675,1590.79585
3832,Kepler-229 c,Kepler-229,1,3,Transit,2014,0.95 m Kepler Telescope,16.068638,0.117,4.92,0.439,21.5,0.0676,0.0,5120.0,0.73,0.8,826.265,2695.27643
3833,Kepler-237 b,Kepler-237,1,2,Transit,2014,0.95 m Kepler Telescope,4.715106,0.05,1.41,0.126,2.57,0.00809,0.0,4861.0,0.72,0.7,657.822,2145.815364
3834,Kepler-234 c,Kepler-234,1,2,Transit,2014,0.95 m Kepler Telescope,7.21205,0.077,3.51,0.313,12.1,0.0381,0.0,6224.0,1.11,1.11,1733.1,5653.3722
3835,Kepler-25 c,Kepler-25,2,3,Transit,2011,0.95 m Kepler Telescope,12.7207,0.1101,5.217,0.465,15.2,0.0479,0.0061,6354.0,1.32,1.17,243.249,793.478238
3836,HD 47366 b,HD 47366,1,2,Radial Velocity,2016,1.88 m Telescope,359.15,1.28,13.3,1.19,731.009,2.3,0.06,4914.0,6.2,2.19,84.3552,275.1666624
3837,HD 5891 b,HD 5891,1,1,Radial Velocity,2011,10 m Keck I Telescope,177.11,0.64,12.6,1.13,2425.0429,7.63,0.07,4673.0,10.64,1.93,283.502,924.783524
3838,HD 50554 b,HD 50554,1,1,Radial Velocity,2002,0.6 m Coude Auxiliary Telescope,1293.0,2.353,12.9,1.15,1574.464,4.954,0.501,5987.0,1.02,1.04,31.1664,101.6647968
3839,HD 217786 b,HD 217786,2,1,Radial Velocity,2011,3.6 m ESO Telescope,1319.0,2.38,12.3,1.1,4131.62,13.0,0.4,5966.0,1.27,1.02,55.4847,180.9910914
3840,HD 109749 b,HD 109749,2,1,Radial Velocity,2005,10 m Keck I Telescope,5.239891,0.0615,11.1,0.993,85.8141,0.27,0.0,5824.0,1.22,1.13,63.0821,205.77381019999999
3841,K2-115 b,K2-115,1,1,Transit,2017,0.95 m Kepler Telescope,20.272615,0.143,12.06,1.076,266.9772,0.84,0.137,5657.0,0.88,0.95,413.591,1349.133842
3842,HD 88133 b,HD 88133,1,1,Radial Velocity,2004,10 m Keck I Telescope,3.414884,0.0479,13.8,1.23,324.1866,1.02,0.031,5392.0,2.2,1.26,73.6123,240.12332260000002
3843,K2-90 b,K2-90,1,2,Transit,2016,0.95 m Kepler Telescope,13.733314,0.096,2.6,0.232,7.27,0.0229,0.07,4484.0,0.62,0.63,134.188,437.721256
3844,K2-233 b,K2-233,1,3,Transit,2018,0.95 m Kepler Telescope,2.4675,0.03308,1.343,0.12,11.26,0.03543,0.079,5033.0,0.71,0.79,67.5062,220.20522440000002
3845,Kepler-1059 b,Kepler-1059,1,1,Transit,2016,0.95 m Kepler Telescope,3.76419105,0.044,1.73,0.154,3.64,0.0115,0.0,4906.0,0.72,0.75,713.167,2326.350754
3846,WASP-174 b,WASP-174,1,1,Transit,2018,Canon 200mm f/1.8L,4.2337,0.0559,14.572,1.3,413.179,1.3,,6400.0,1.31,1.3,410.149,1337.906038
3847,WASP-29 b,WASP-29,1,1,Transit,2010,Canon 200mm f/1.8L,3.92273,0.0457,8.631,0.77,73.1009,0.23,0.03,4800.0,0.79,0.77,87.5953,285.7358686
3848,OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,Microlensing,2020,1.3 m Warsaw University Telescope,,4.51,14.1,1.25,210.0,0.67,,,,1.11,2510.0,8187.62
3849,TOI-125 b,TOI-125,1,3,Transit,2019,0.1 m TESS Telescope,4.65382,0.05186,2.726,0.243,9.5,0.02989,0.194,5320.0,0.85,0.86,111.059,362.274458
3850,WASP-119 b,WASP-119,1,1,Transit,2016,Canon 200mm f/1.8L,2.49979,0.0363,15.693,1.4,390.9309,1.23,0.058,5650.0,1.2,1.02,302.448,986.5853759999999
3851,Kepler-26 b,Kepler-26,1,4,Transit,2011,0.95 m Kepler Telescope,12.28,0.08551,2.78,0.248,5.12,0.01611,0.0,3914.0,0.51,0.54,335.307,1093.771434
3852,Kepler-270 c,Kepler-270,1,2,Transit,2014,0.95 m Kepler Telescope,25.262887,0.18,1.77,0.158,3.78,0.0119,0.0,6067.0,1.46,1.17,948.781,3094.923622
3853,Kepler-244 b,Kepler-244,1,3,Transit,2014,0.95 m Kepler Telescope,4.311792,0.05,2.76,0.246,8.05,0.0253,0.0,5554.0,0.8,0.96,1036.49,3381.03038
3854,Kepler-307 b,Kepler-307,1,2,Transit,2013,0.95 m Kepler Telescope,10.4208,0.0917,2.43,0.217,7.44,0.02341,0.0,5367.0,0.81,0.91,575.581,1877.545222
3855,Kepler-259 b,Kepler-259,1,2,Transit,2014,0.95 m Kepler Telescope,8.115317,0.079,2.8,0.25,8.25,0.0259,0.0,5938.0,0.9,0.93,1002.14,3268.98068
3856,Kepler-260 b,Kepler-260,1,2,Transit,2014,0.95 m Kepler Telescope,8.187399,0.075,2.01,0.179,4.7,0.0148,0.0,5250.0,0.86,0.92,627.365,2046.46463
3857,HD 159868 c,HD 159868,1,2,Radial Velocity,2012,3.9 m Anglo-Australian Telescope,351.0,1.032,14.0,1.25,244.09344,0.768,0.184,5534.0,2.13,1.19,55.8503,182.18367859999998
3858,HD 197037 b,HD 197037,2,1,Radial Velocity,2012,2.7 m Harlan J. Smith Telescope,1035.7,2.07,13.9,1.24,251.0,0.79,0.22,6150.0,1.1,1.11,33.1944,108.2801328
3859,HD 211970 b,HD 211970,1,1,Radial Velocity,2019,6.5 m Magellan II Clay Telescope,25.201,0.143,3.66,0.327,13.0,0.0409,0.15,4127.0,0.57,0.61,13.1277,42.8225574
3860,HD 285507 b,HD 285507,1,1,Radial Velocity,2013,1.5 m Tillinghast Reflector Telescope,6.0881,0.06,13.8,1.23,311.4734,0.98,0.09,4503.0,0.69,0.82,45.0293,146.8855766
3861,KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,1,1,Microlensing,2018,1.6 m wide-field telescope,,5.1,12.7,1.13,2200.0,7.0,,,,0.45,6600.0,21529.2
3862,Kepler-114 b,Kepler-114,1,3,Transit,2014,0.95 m Kepler Telescope,5.188549,0.053,1.26,0.112,6.8,0.021,0.0,4605.0,0.67,0.77,259.533,846.5966460000001
3863,Kepler-1574 b,Kepler-1574,1,1,Transit,2016,0.95 m Kepler Telescope,6.9424334,0.0743,1.29,0.115,2.21,0.00696,0.0,5892.0,1.08,1.06,1384.16,4515.12992
3864,Kepler-475 b,Kepler-475,1,1,Transit,2016,0.95 m Kepler Telescope,3.10550819,0.0399,2.49,0.222,6.76,0.0213,0.0,5009.0,0.79,0.86,280.069,913.5850780000001
3865,Kepler-474 b,Kepler-474,1,1,Transit,2016,0.95 m Kepler Telescope,5.66067294,0.0606,3.06,0.273,9.59,0.0302,0.0,5785.0,1.08,0.99,841.496,2744.959952
3866,Kepler-1319 b,Kepler-1319,2,1,Transit,2016,0.95 m Kepler Telescope,2.88676265,0.0296,1.34,0.12,2.36,0.00742,0.33,3655.0,0.54,0.56,103.917,338.977254
3867,Kepler-1299 b,Kepler-1299,1,1,Transit,2016,0.95 m Kepler Telescope,19.9400874,0.1357,2.98,0.266,9.17,0.0288,0.0,5609.0,0.91,0.94,1404.94,4582.91428
3868,OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,Microlensing,2017,1.3 m Warsaw University Telescope,,2.6,14.1,1.26,200.0,0.64,,,,0.46,6300.0,20550.6
3869,TOI-169 b,TOI-169,1,1,Transit,2020,0.1 m TESS Telescope,2.2554477,0.03524,12.173,1.086,251.40353,0.791,0.0,5880.0,1.29,1.15,407.84,1330.3740799999998
3870,gam 1 Leo b,gam 1 Leo,2,1,Radial Velocity,2009,1.8 m Telescope,428.5,1.19,12.5,1.12,2790.43,8.78,0.144,4330.0,31.88,1.23,39.8883,130.1156346
3871,GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,3.6 m ESO Telescope,13.031,0.054,1.16,0.103,1.64,0.00516,0.53,2953.0,0.16,0.12,3.67278,11.98060836
3872,GJ 832 b,GJ 832,1,2,Radial Velocity,2008,3.9 m Anglo-Australian Telescope,3657.0,3.56,14.0,1.25,216.0,0.68,0.08,3472.0,0.44,0.45,4.96435,16.1937097
3873,Kepler-391 c,Kepler-391,1,2,Transit,2014,0.95 m Kepler Telescope,20.485435,0.161,3.54,0.316,12.3,0.0386,0.0,4940.0,3.57,1.03,869.236,2835.447832
3874,Kepler-749 b,Kepler-749,1,1,Transit,2016,0.95 m Kepler Telescope,17.31716585,0.1054,3.1,0.277,9.8,0.0308,0.0,5009.0,0.75,0.79,721.027,2351.9900740000003
3875,Kepler-709 b,Kepler-709,1,1,Transit,2016,0.95 m Kepler Telescope,16.08524954,0.1173,2.92,0.261,8.85,0.0279,0.0,5071.0,0.77,0.8,664.843,2168.717866
3876,Kepler-669 b,Kepler-669,1,1,Transit,2016,0.95 m Kepler Telescope,4.12554687,0.0529,4.83,0.431,20.8,0.0655,0.0,6038.0,1.2,1.15,2063.41,6730.843419999999
3877,Kepler-549 c,Kepler-549,1,2,Transit,2016,0.95 m Kepler Telescope,117.040498,0.4453,2.93,0.261,8.91,0.028,0.0,5360.0,0.84,0.88,635.145,2071.84299
3878,Kepler-56 b,Kepler-56,1,3,Transit,2012,0.95 m Kepler Telescope,10.5016,0.1028,6.51,0.581,22.1,0.07,0.04,4840.0,4.23,1.32,912.994,2978.186428
3879,K2-138 g,K2-138,1,6,Transit,2021,0.95 m Kepler Telescope,41.96797,0.23109,3.013,0.269,4.32,0.01359,0.059,5356.3,0.86,0.94,202.585,660.83227
3880,K2-195 b,K2-195,1,2,Transit,2018,0.95 m Kepler Telescope,15.852975,0.1208,3.13,0.279,9.96,0.0313,,5713.0,0.99,0.94,315.014,1027.575668
3881,Kepler-140 c,Kepler-140,1,2,Transit,2014,0.95 m Kepler Telescope,91.353282,0.414,1.8,0.161,3.89,0.0123,0.0,6077.0,1.29,1.15,583.859,1904.548058
3882,Kepler-1423 b,Kepler-1423,1,1,Transit,2016,0.95 m Kepler Telescope,23.955378,0.1586,1.06,0.095,1.2,0.00377,0.0,4939.0,0.75,0.79,449.0,1464.638
3883,Kepler-1188 b,Kepler-1188,1,1,Transit,2016,0.95 m Kepler Telescope,17.1369543,0.135,2.08,0.186,4.98,0.0157,0.0,5913.0,1.06,1.04,1717.48,5602.41976
3884,Kepler-1324 b,Kepler-1324,1,1,Transit,2016,0.95 m Kepler Telescope,4.11584468,0.0466,1.51,0.135,2.89,0.00909,0.0,4776.0,0.73,0.78,481.667,1571.1977539999998
3885,Kepler-1362 b,Kepler-1362,1,1,Transit,2016,0.95 m Kepler Telescope,136.205626,0.4626,2.6,0.232,7.27,0.0229,0.0,4857.0,0.74,0.8,731.298,2385.494076
3886,Kepler-1369 b,Kepler-1369,1,1,Transit,2016,0.95 m Kepler Telescope,25.873148,0.1741,2.69,0.24,7.7,0.0242,0.0,5761.0,0.99,0.99,1236.56,4033.65872
3887,Kepler-1378 b,Kepler-1378,1,1,Transit,2016,0.95 m Kepler Telescope,11.95398936,0.0885,2.2,0.196,5.48,0.0172,0.0,4407.0,0.67,0.7,506.434,1651.987708
3888,Kepler-1468 c,Kepler-1468,1,2,Transit,2016,0.95 m Kepler Telescope,3.54553021,0.0466,1.15,0.103,1.6,0.00505,0.0,5893.0,1.05,1.04,1899.24,6195.32088
3889,Kepler-1486 b,Kepler-1486,1,1,Transit,2016,0.95 m Kepler Telescope,54.6495759,0.2846,2.32,0.207,5.99,0.0189,0.0,5965.0,1.12,1.08,1769.14,5770.93468
3890,HATS-29 b,HATS-29,1,1,Transit,2016,0.18 m Takahashi Epsilon Astrograph,4.6058749,0.05475,14.022,1.251,207.54299,0.653,0.158,5670.0,1.07,1.03,353.891,1154.392442
3891,HD 192310 c,HD 192310,1,2,Radial Velocity,2011,3.6 m ESO Telescope,525.8,1.18,5.25,0.469,24.0,0.076,0.32,5166.0,0.81,0.8,8.79687,28.695389940000002
3892,HD 219134 c,HD 219134,1,6,Radial Velocity,2015,3.58 m Telescopio Nazionale Galileo,6.76458,0.0653,1.511,0.135,4.36,0.01372,0.062,4699.0,0.78,0.81,6.53127,21.30500274
3893,HD 23472 c,HD 23472,1,2,Transit,2019,0.1 m TESS Telescope,29.625,0.17,2.149,0.192,17.18,0.05405,0.0,4813.0,0.73,0.75,39.0341,127.3292342
3894,HD 221420 b,HD 221420,1,1,Radial Velocity,2019,3.9 m Anglo-Australian Telescope,10090.0,10.15,12.0,1.07,7278.27052,22.9,0.14,5847.0,1.95,1.35,31.1415,101.583573
3895,HD 72490 b,HD 72490,1,1,Transit,2018,10 m Keck I Telescope,858.0,1.88,13.5,1.2,561.92344,1.768,0.124,4934.0,4.96,1.21,126.339,412.117818
3896,HD 60532 c,HD 60532,1,2,Radial Velocity,2008,3.6 m ESO Telescope,600.1,1.6,13.3,1.18,797.7533,2.51,0.03,6245.0,2.57,1.5,25.9716,84.7193592
3897,HD 66428 b,HD 66428,1,2,Radial Velocity,2005,10 m Keck I Telescope,2263.12,3.467,13.1,1.17,1018.32732,3.204,0.493,5773.0,1.1,1.08,53.2817,173.8049054
3898,2MASS J21402931+1625183 A b,2MASS J21402931+1625183 A,1,1,Imaging,2009,10 m Keck II Telescope,7336.5,,10.31,0.92,6657.48,20.95,0.26,2300.0,0.12,0.08,33.1156898,108.02338012759999
3899,18 Del b,18 Del,2,1,Radial Velocity,2008,1.88 m Telescope,993.3,2.6,12.5,1.11,3273.5,10.3,0.08,4979.0,8.5,2.3,76.222,248.63616399999998
3900,Kepler-986 b,Kepler-986,1,1,Transit,2016,0.95 m Kepler Telescope,56.4349938,0.276,2.36,0.211,6.17,0.0194,0.0,5642.0,0.98,0.96,548.364,1788.7633680000001
3901,MOA-bin-1L b,MOA-bin-1L,1,1,Microlensing,2012,1.8 m MOA Telescope,,8.3,13.0,1.16,1200.0,3.7,,,,0.75,5100.0,16636.2
3902,WASP-1 b,WASP-1,2,1,Transit,2007,Canon 200mm f/1.8L,2.5199454,0.03889,16.623,1.483,271.415,0.854,0.0,6110.0,1.47,1.24,393.072,1282.200864
3903,WASP-95 b,WASP-95,1,1,Transit,2014,Canon 200mm f/1.8L,2.18467,0.03416,13.787,1.23,457.6752,1.44,0.0,5830.0,1.23,1.46,137.544,448.66852800000004
3904,gam Lib c,gam Lib,1,2,Radial Velocity,2018,1.88 m Telescope,964.6,2.17,12.9,1.15,1455.6614,4.58,0.057,4822.0,11.1,1.47,47.4017,154.62434539999998
3905,TOI-150.01,TOI-150,1,1,Transit,2019,0.1 m TESS Telescope,5.857487,0.07037,14.067,1.255,797.7533,2.51,0.262,6255.0,1.53,1.35,336.267,1096.902954
3906,HD 25015 b,HD 25015,1,1,Radial Velocity,2019,1.2 m Leonhard Euler Telescope,6019.32,6.19,12.9,1.15,1423.8784,4.48,0.39,5160.0,0.83,0.86,37.433,122.106446
3907,GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,3.6 m ESO Telescope,1056.80005,1.82,12.7,1.13,2129.461,6.7,0.33,3734.0,0.69,0.73,16.0272,52.2807264
3908,alf Ari b,alf Ari,1,1,Radial Velocity,2010,1.8 m Telescope,380.8,1.2,13.4,1.2,572.07,1.8,0.25,4553.0,13.9,1.5,20.21019,65.92563978
3909,Kepler-995 b,Kepler-995,1,1,Transit,2016,0.95 m Kepler Telescope,28.26731672,0.1701,2.7,0.241,7.75,0.0244,0.0,5206.0,0.8,0.83,609.638,1988.6391560000002
3910,Kepler-340 c,Kepler-340,1,2,Transit,2014,0.95 m Kepler Telescope,22.824669,0.178,3.37,0.301,11.3,0.0355,0.0,6620.0,1.85,1.65,808.762,2638.181644
3911,Kepler-416 c,Kepler-416,1,2,Transit Timing Variations,2014,0.95 m Kepler Telescope,12.209,0.1021,2.45,0.219,6.57,0.0207,0.0,5758.0,1.07,1.0,690.819,2253.4515779999997
3912,Kepler-633 b,Kepler-633,1,1,Transit,2016,0.95 m Kepler Telescope,8.50340718,0.0815,1.63,0.145,3.29,0.0104,0.0,5899.0,1.15,1.02,680.54,2219.92148
3913,Kepler-575 b,Kepler-575,1,1,Transit,2016,0.95 m Kepler Telescope,9.37891944,0.0788,2.39,0.213,6.3,0.0198,0.0,5710.0,0.95,0.97,853.977,2785.672974
3914,Kepler-320 b,Kepler-320,1,2,Transit,2014,0.95 m Kepler Telescope,8.371554,0.085,1.14,0.102,1.55,0.00489,0.0,6435.0,1.11,1.33,826.613,2696.411606
3915,Kepler-406 c,Kepler-406,1,2,Transit,2014,0.95 m Kepler Telescope,4.62332,0.0552,0.85,0.076,2.71,0.009,0.0,5538.0,1.07,1.07,364.03,1187.46586
3916,HD 171028 b,HD 171028,1,1,Radial Velocity,2007,3.6 m ESO Telescope,550.0,1.32,13.2,1.18,832.7146,2.62,0.59,5671.0,2.47,1.53,111.659,364.23165800000004
3917,GJ 179 b,GJ 179,1,1,Radial Velocity,2009,10 m Keck I Telescope,2288.0,2.41,13.9,1.24,260.61,0.82,0.21,3370.0,0.38,0.36,12.356,40.305272
3918,GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,3.58 m Telescopio Nazionale Galileo,6.905,0.0608,2.57,0.229,7.14,0.02246,0.121,3867.0,0.61,0.63,16.9287,55.221419399999995
3919,KIC 10001893 d,KIC 10001893,1,3,Orbital Brightness Modulation,2014,0.95 m Kepler Telescope,0.81161,,,,,,,27500.0,0.18,0.47,1672.94,5457.13028
3920,OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,Microlensing,2014,1.3 m Warsaw University Telescope,,0.8,12.3,1.1,4100.0,13.0,,,,0.1,3040.0,9916.48
3921,ups And d,ups And,2,3,Radial Velocity,1999,Multiple Telescopes,1276.46,2.51329,12.5,1.11,3257.74117,10.25,0.2987,6156.77,1.56,1.3,13.4054,43.7284148
3922,KIC 5479689 b,KIC 5479689,1,1,Orbital Brightness Modulation,2021,0.95 m Kepler Telescope,1.701531,,14.2,1.27,158.9142,0.5,,5459.1,0.89,0.97,454.95,1484.0469
3923,Kepler-376 b,Kepler-376,1,2,Transit,2014,0.95 m Kepler Telescope,4.920199,0.057,1.07,0.095,1.24,0.0039,0.0,5900.0,1.18,1.06,923.067,3011.044554
3924,Kepler-369 b,Kepler-369,1,2,Transit,2014,0.95 m Kepler Telescope,2.732756,0.03,1.13,0.101,1.51,0.00474,0.0,3591.0,0.47,0.5,214.0,698.068
3925,Kepler-391 b,Kepler-391,1,2,Transit,2014,0.95 m Kepler Telescope,7.416755,0.082,3.2,0.285,10.3,0.0325,0.0,4940.0,3.57,1.03,869.236,2835.447832
3926,CoRoT-22 b,CoRoT-22,1,1,Transit,2014,0.27 m CoRoT Telescope,9.75598,0.092,4.88,0.435,12.2,0.038,0.077,5939.0,1.14,1.1,627.158,2045.7893960000001
3927,K2-139 b,K2-139,1,1,Transit,2017,0.95 m Kepler Telescope,28.380619,0.1796,9.11,0.813,123.00021,0.387,0.12,5370.0,0.88,0.96,153.856,501.878272
3928,Kepler-1561 b,Kepler-1561,1,1,Transit,2016,0.95 m Kepler Telescope,1.00520701,0.0194,1.09,0.097,1.32,0.00416,0.0,5957.0,1.11,1.07,839.076,2737.065912
3929,K2-268 c,K2-268,1,5,Transit,2018,0.95 m Kepler Telescope,9.327527,0.0819,2.69,0.24,7.7,0.0242,,5106.0,0.78,0.84,327.783,1069.2281460000002
3930,1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,Imaging,2008,8.19 m Gemini North Telescope,,330.0,18.647,1.664,3000.0,8.0,,4060.0,1.31,0.85,139.135,453.85837
3931,HAT-P-50 b,HAT-P-50,1,1,Transit,2015,multiple telescopes,3.1220109,0.0453,14.437,1.288,429.0705,1.35,0.115,6280.0,1.7,1.27,515.458,1681.423996
3932,Kepler-227 b,Kepler-227,1,2,Transit,2014,0.95 m Kepler Telescope,9.488015,0.09,3.11,0.277,9.85,0.031,0.0,5854.0,1.09,0.92,1083.06,3532.94172
3933,Kepler-520 b,Kepler-520,1,2,Transit,2016,0.95 m Kepler Telescope,19.67416124,0.144,1.66,0.148,3.39,0.0107,0.0,6112.0,1.09,1.1,623.901,2035.1650619999998
3934,MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,Microlensing,2012,1.8 m MOA Telescope,,2.0,13.6,1.21,480.0,1.5,,5950.0,,0.67,2300.0,7502.6
3935,TOI-157 b,TOI-157,1,1,Transit,2020,0.1 m TESS Telescope,2.0845435,0.03138,14.415,1.286,375.0394,1.18,0.0,5404.0,1.17,0.95,355.683,1160.237946
3936,Qatar-6 b,Qatar-6,2,1,Transit,2017,Canon 400mm f/2.8L,3.506195,0.0423,11.904,1.062,212.31044,0.668,0.0,5052.0,0.72,0.82,100.848,328.966176
3937,HD 158996 b,HD 158996,1,1,Radial Velocity,2018,1.8 m Telescope,820.2,2.1,12.3,1.1,4449.62,14.0,0.13,4069.0,50.3,1.8,283.659,925.295658
3938,HD 68402 b,HD 68402,1,1,Radial Velocity,2016,Multiple Telescopes,1103.0,2.18,13.1,1.17,975.7381,3.07,0.03,5950.0,1.02,1.12,78.4293,255.8363766
3939,Kepler-577 b,Kepler-577,1,1,Transit,2016,0.95 m Kepler Telescope,25.69578251,0.1348,2.55,0.227,7.04,0.0221,0.0,4984.0,0.73,0.78,524.247,1710.0937139999999
3940,K2-4 b,K2-4,1,1,Transit,2015,0.95 m Kepler Telescope,10.003417,0.078,2.1,0.187,5.06,0.0159,0.08,4014.73,0.57,0.64,231.828,756.222936
3941,Kepler-48 e,Kepler-48,1,4,Radial Velocity,2014,10 m Keck I Telescope,982.0,,13.4,1.19,657.0,2.067,,5194.0,0.89,0.88,306.738,1000.579356
3942,HAT-P-13 b,HAT-P-13,1,2,Transit,2009,Canon 200mm f/1.8L,2.91625,0.04383,14.258,1.272,270.462,0.851,0.0133,5653.0,1.76,1.32,246.81,805.0942200000001
3943,HD 131664 b,HD 131664,1,1,Radial Velocity,2008,3.6 m ESO Telescope,1951.0,3.17,12.1,1.08,6076.9096,19.12,0.64,5892.0,1.08,1.19,52.8128,172.27535360000002
